date,year,month,day,importer_en,product_type_en,country_origin_en,country_export_en,importer_ko,product_name,product_en,product_type_ko,exporter_en,expiry_date,country_origin_ko,country_export_ko,importer,notes
2022-10-26,2022,10,26,Eryong Pharm.,Deer velvet (dried),New Zealand,China,주식회사 이룡제약,녹용,DEER HORN,녹용(건조),"XIFENG COUNTRY TIANYU LOCAL PRODUCT OF PANAX AND PILOSE PROCESSING CO., LTD",2022-09-13 ~,뉴질랜드,중국,주식회사 이룡제약,
2022-10-18,2022,10,18,KGC,Deer velvet (dried),New Zealand,New Zealand,(주)한국인삼공사,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),PAREX INTERNATIONAL LTD,,뉴질랜드,뉴질랜드,(주)한국인삼공사,
2022-10-04,2022,10,4,KGC,Deer velvet (dried),,New Zealand,(주)한국인삼공사,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),PGG WRIGHTSON LTD-VELVET,,,,(주)한국인삼공사,
2022-09-23,2022,9,23,KGC,Deer velvet (dried),,New Zealand,(주)한국인삼공사,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),PAREX INTERNATIONAL LTD,,,,(주)한국인삼공사,
2022-09-15,2022,9,15,YW International,Deer velvet (frozen),,New Zealand,와이더블유 인터내셔날,냉동녹용,FROZEN WHOLE RED DEER VELVET ANTLER,생녹용(냉동),ROKLAND CORPORATION LIMITED,,,,와이더블유 인터내셔날,
2022-09-02,2022,9,2,KGC,Deer velvet (dried),,New Zealand,(주)한국인삼공사,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),PAREX INTERNATIONAL LTD,,,,(주)한국인삼공사,
2022-08-29,2022,8,29,Bibong Herb,Deer velvet (dried),,New Zealand,주식회사 비봉허브,녹용,DEER HORN,녹용(건조),PROVELCO CO OPERATIVE LTD,,,,주식회사 비봉허브,
2022-08-24,2022,8,24,KGC,Deer velvet (dried),,New Zealand,(주)한국인삼공사,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),PGG WRIGHTSON LTD-VELVET,,,,(주)한국인삼공사,
2022-08-08,2022,8,8,Eryong Pharm.,Deer velvet (dried),,New Zealand,주식회사 이룡제약,녹용,DEER HORN,녹용(건조),STREAMLANDS EXPORTS NZ LTD,,,,주식회사 이룡제약,
2022-08-05,2022,8,5,Yujin Trade,Deer velvet (dried),,China,유진통상,건조녹용,DRIED REDDEER VELVET ANTLER,녹용(건조),"DALIAN CHANG LU DEER INDUSTRY CO., LTD",,,,유진통상,
2022-08-04,2022,8,4,Onnuri Bio,Deer velvet (frozen),,New Zealand,(주)온누리바이오생약,녹용,DEER HORN,녹용(냉동),PROVELCO CO OPERATIVE LTD,,,,(주)온누리바이오생약,
2022-07-29,2022,7,29,KGC,Deer velvet (dried),,New Zealand,(주)한국인삼공사,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),PAREX INTERNATIONAL LTD,,,,(주)한국인삼공사,
2022-07-12,2022,7,12,KGC,Deer velvet (dried),,New Zealand,(주)한국인삼공사,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),PGG WRIGHTSON LTD-VELVET,,,,(주)한국인삼공사,
2022-07-07,2022,7,7,KNC Deertrade,Deer velvet (frozen),,New Zealand,(주)케이앤씨디어트레이드,생녹용(냉동),FROZEN RED DEER VELVET ANTLER,생녹용(냉동),CK IMPORT EXPORT CO.(NZ) LTD,,,,(주)케이앤씨디어트레이드,
2022-07-05,2022,7,5,YW International,Deer velvet (frozen),,New Zealand,와이더블유 인터내셔날,냉동녹용,FROZEN RED DEER VELVET ANTLER(WHOLE),생녹용(냉동),TASMAN VELVETPROCESSORS LTD,,,,와이더블유 인터내셔날,
2022-06-30,2022,6,30,Hanbangin,Deer velvet (dried),,China,주식회사 한방인 농업법인회사,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",,,,주식회사 한방인 농업법인회사,
2022-06-30,2022,6,30,KGC,Deer velvet (dried),,New Zealand,(주)한국인삼공사,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),PGG WRIGHTSON LTD-VELVET,,,,(주)한국인삼공사,
2022-06-22,2022,6,22,HwaYong Pharm.,Deer velvet (frozen),,New Zealand,화용제약,생녹용(냉동),FROZEN DEER HORN,생녹용(냉동),STREAMLANDS EXPORTS NZ LTD,,,,화용제약,
2022-06-15,2022,6,15,Ee Room Pharm.,Deer velvet (dried),,China,(주)이룸제약법인,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",,,,(주)이룸제약법인,
2022-06-07,2022,6,7,KGC,Deer velvet (dried),,New Zealand,(주)한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),PAREX INTERNATIONAL LTD,,,,(주)한국인삼공사,
2022-05-19,2022,5,19,Siwon Pharmaceutical,Deer velvet (frozen),,New Zealand,(주)시원생약,생녹용,FROZEN DEER HORN,생녹용(냉동),ALPINE DEER NZLP,,,,(주)시원생약,
2022-05-11,2022,5,11,KNC Deertrade,Deer velvet (frozen),,New Zealand,(주)케이앤씨디어트레이드,생녹용,FROZEN RED DEER VELVET ANTLER,생녹용(냉동),YIK LUNG TONG(NZ) INTERNAIONAL LIMITED,,,,(주)케이앤씨디어트레이드,
2022-05-11,2022,5,11,YW International,Deer velvet (frozen),,New Zealand,와이더블유 인터내셔날,냉동녹용,FROZEN RED DEER VELVET ANTLER(WHOLE),생녹용(냉동),TASMAN VELVETPROCESSORS LTD,,,,와이더블유 인터내셔날,
2022-05-09,2022,5,9,KGC,Deer velvet (dried),,New Zealand,(주)한국인삼공사,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),PGG WRIGHTSON LTD-VELVET,,,,(주)한국인삼공사,
2022-05-09,2022,5,9,Bibong Herb,Deer velvet (dried),,New Zealand,주식회사 비봉허브,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),STREAMLANDS EXPORTS NZ LTD,,,,주식회사 비봉허브,
2022-05-09,2022,5,9,Harang Muyak,Deer velvet (dried),,China,하랑무약,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",,,,하랑무약,
2022-05-09,2022,5,9,YongBo (Mr. Woljin Kim),Deer velvet (dried),,China,(주)용보제약,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),"XIFENG MINHE DEER PRODUCTS CO.,LTD",,,,(주)용보제약,
2022-05-09,2022,5,9,WooSung (Mr Bang),Deer velvet (dried),,China,(주)우성생약,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),"XIFENG MINHE DEER PRODUCTS CO.,LTD",,,,(주)우성생약,
2022-04-25,2022,4,25,Hansun Trading,Deer velvet (dried),,China,한선트레이딩 주식회사,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",,,,한선트레이딩 주식회사,
2022-04-18,2022,4,18,Chunho N Care,Deer velvet (dried),,New Zealand,(주)천호엔케어,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),STREAMLANDS EXPORTS NZ LTD,,,,(주)천호엔케어,
2022-04-18,2022,4,18,KGC,Deer velvet (dried),,New Zealand,(주)한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),PAREX INTERNATIONAL LTD,,,,(주)한국인삼공사,
2022-04-18,2022,4,18,Onnuri Bio,Deer velvet (dried),,China,(주)온누리바이오생약,녹용,DEER HORN,녹용(건조),"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",,,,(주)온누리바이오생약,
2022-04-12,2022,4,12,KNC Deertrade,Deer velvet (frozen),,New Zealand,(주)케이앤씨디어트레이드,생녹용(냉동),FROZEN RED DEER VELVET ANTLER,생녹용(냉동),CK IMPORT EXPORT CO.(NZ) LTD,,,,(주)케이앤씨디어트레이드,
2022-04-06,2022,4,6,KGC,Deer velvet (dried),,New Zealand,(주)한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),PGG WRIGHTSON LTD-VELVET,,,,(주)한국인삼공사,
2022-04-06,2022,4,6,K&C,Deer velvet (dried),,China,케이앤씨(K&C),건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),"XIFENG MINHE DEER PRODUCTS CO.,LTD",,,,케이앤씨(K&C),
2022-04-06,2022,4,6,Ee Room Pharm.,Deer velvet (dried),,China,(주)이룸제약법인,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",,,,(주)이룸제약법인,
2022-04-01,2022,4,1,KGC,Deer velvet (dried),,New Zealand,(주)한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),PAREX INTERNATIONAL LTD,,,,(주)한국인삼공사,
2022-04-01,2022,4,1,Hyangna Bio,Deer velvet (dried),,New Zealand,향나바이오 주식회사,녹용,DEER HORN,녹용(건조),ANZ FOOD TRADING CO,,,,향나바이오 주식회사,
2022-03-18,2022,3,18,KGC,Deer velvet (dried),,New Zealand,(주)한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),PGG WRIGHTSON LTD-VELVET,,,,(주)한국인삼공사,
2022-03-15,2022,3,15,KNC Deertrade,Deer velvet (frozen),,New Zealand,(주)케이앤씨디어트레이드,생녹용(냉동),FROZEN RED DEER VELVET ANTLER,생녹용(냉동),PAREX INTERNATIONAL LTD,,,,(주)케이앤씨디어트레이드,
2022-03-10,2022,3,10,Ilseong Food,Deer velvet (dried),,China,일성식품,녹용,DEER HORN,녹용(건조),"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",,,,일성식품,
2022-02-21,2022,2,21,Bibong Herb,Deer velvet (dried),,New Zealand,주식회사 비봉허브,녹용(건조),DRIED RED DEER VELVET ANTLER,녹용(건조),PROVELCO CO OPERATIVE LTD,,,,주식회사 비봉허브,
2022-02-16,2022,2,16,Bia Tech,Deer velvet (dried),,Russia,비아텍주식회사,녹용(건조),DRIED MARAL VELVET ANTLER,녹용(건조),LLC GEYA,,,,비아텍주식회사,
2022-02-15,2022,2,15,Hyangna Bio,Deer velvet (dried),,New Zealand,향나바이오 주식회사,녹용,DEER HORN,녹용(건조),STREAMLANDS EXPORTS NZ LTD,,,,향나바이오 주식회사,
2022-02-10,2022,2,10,MyungGa (Mr.Lee in Daegu),Deer velvet (dried),,New Zealand,명가녹용 주식회사,녹용,DRIED RED DEER VELVET ANTLER(WHOLE),녹용(건조),PROVELCO CO OPERATIVE LTD,,,,명가녹용 주식회사,
2022-02-03,2022,2,3,HwaYong Pharm.,Deer velvet (dried),,China,화용제약,녹용,DEER HORN,녹용(건조),"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",,,,화용제약,
2022-01-27,2022,1,27,MyungGa (Mr.Lee in Daegu),Deer velvet (frozen),,New Zealand,명가녹용 주식회사,생녹용,FROZEN RED DEER VELVET ANTLER,생녹용(냉동),PROVELCO CO OPERATIVE LTD,,,,명가녹용 주식회사,
2022-01-26,2022,1,26,Bio Dot (Han Dong Herb),Deer velvet (frozen),,New Zealand,(주)바이오닷,생녹용,FROZEN RED DEER VELVET ANTLER,생녹용(냉동),PROVELCO CO OPERATIVE LTD,,,,(주)바이오닷,
2022-01-25,2022,1,25,Eryong Pharm.,Deer velvet (frozen),,New Zealand,주식회사 이룡제약,녹용,DEER HORN,녹용(냉동),PROVELCO CO OPERATIVE LTD,,,,주식회사 이룡제약,
2022-01-24,2022,1,24,Ilseong Food,Deer velvet (dried),,China,일성식품,녹용,DEER HORN,녹용(건조),"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",,,,일성식품,
2022-01-20,2022,1,20,KNC Deertrade,Deer velvet (frozen),,New Zealand,(주)케이앤씨디어트레이드,생녹용(냉동),FROZEN RED DEER VELVET ANTLER,생녹용(냉동),CK IMPORT EXPORT CO.(NZ) LTD,,,,(주)케이앤씨디어트레이드,
2022-01-17,2022,1,17,KNC Deertrade,Deer velvet (frozen),,New Zealand,(주)케이앤씨디어트레이드,생녹용(냉동),FROZEN RED DEER VELVET ANTLER,생녹용(냉동),CK IMPORT EXPORT CO.(NZ) LTD,,,,(주)케이앤씨디어트레이드,
2022-01-17,2022,1,17,KNC Deertrade,Deer velvet (frozen),,New Zealand,(주)케이앤씨디어트레이드,생녹용(냉동),FROZEN RED DEER VELVET ANTLER,생녹용(냉동),CK IMPORT EXPORT CO.(NZ) LTD,,,,(주)케이앤씨디어트레이드,
2022-01-11,2022,1,11,YW International,Deer velvet (frozen),,New Zealand,와이더블유 인터내셔날,생녹용(냉동),FROZEN WHOLE DEER VELVET ANTLER,,ROKLAND CORPORATION LIMITED,,,,와이더블유 인터내셔날,
2021-12-28,2021,12,28,Ee Room Pharm.,Deer velvet (dried),,China,(주)이룸제약법인,건조녹용,DRIED RED DEER VELVET ANTLER,,"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",,,,(주)이룸제약법인,
2021-12-24,2021,12,24,Bio Dot (Han Dong Herb),Deer velvet (frozen),,New Zealand,(주)바이오닷,생녹용,FROZEN RED DEER VELVET ANTLER,,ALPINE DEER NZ LP,,,,(주)바이오닷,
2021-12-24,2021,12,24,WooSung (Mr Bang),Deer velvet (dried),,China,(주)우성생약,녹용(건조),DRIED RED DEER VELVET ANTLER,,"XIFENG MINHE DEER PRODUCTS CO.,LTD",,,,(주)우성생약,
2021-11-24,2021,11,24,Taeahn (Mr. Ahn),Deer velvet,,Russia,태안약업(주),녹용,DEER HORN,,"UIMON CO.,LTD",,,,태안약업(주),
2021-11-22,2021,11,22,Hyangna Bio,Deer velvet,,Russia,향나바이오 주식회사,녹용,DEER HORN,,OOO MARAL-ASOHRA,,,,향나바이오 주식회사,
2021-11-22,2021,11,22,Ilseong Food,Deer velvet,,Russia,일성식품,녹용,DEER HORN,,OOO MARAL-ASOHRA,,,,일성식품,
2021-11-22,2021,11,22,YW International,Deer velvet,,New Zealand,와이더블유 인터내셔날,녹용,DRIED WHOLE DEER VELVET,,ROKLAND CORPORATION LIMITED,,,,와이더블유 인터내셔날,
2021-11-22,2021,11,22,JoEun Pharm,Deer velvet,,Russia,조은생약,녹용,DEER HORN,,"UIMON CO.,LTD",,,,조은생약,
2021-11-15,2021,11,15,MyungGa (Mr.Lee in Daegu),Deer velvet,,Russia,명가녹용 주식회사,녹용,MARAL DEER HORNS,,OOO MARAL-ASOHRA,,,,명가녹용 주식회사,
2021-11-09,2021,11,9,K&C,Deer velvet (dried),,China,케이앤씨(K&C),건조녹용,DRIED RED DEER VELVET ANTLER,,"XIFENG MINHE DEER PRODUCTS CO.,LTD",,,,케이앤씨(K&C),
2021-11-09,2021,11,9,Bia Tech,Deer velvet (dried),,Russia,비아텍주식회사,녹용(건조),DRIED MARAL VELVET ANTLER,,LLC GEYA,,,,비아텍주식회사,
2021-11-05,2021,11,5,DaeWon RTD,Deer velvet (dried),,Russia,(주)대원알디티,녹용(건조),DEER HORNS VELVET ANTLER,,SPK ABAISKI,,,,(주)대원알디티,
2021-11-05,2021,11,5,Onnuri Bio,Deer velvet,,China,(주)온누리바이오생약,녹용,DEER HORN,,"DALIAN F.T.Z MINGWEI INDUTRY TRADE CO.,LTD",,,,(주)온누리바이오생약,
2021-11-05,2021,11,5,Daeheung Pharm,Deer velvet,,Russia,(주)대흥제약,녹용,DEER HORN,,"OOO ""SEMINSKY""",,,,(주)대흥제약,
2021-11-02,2021,11,2,YW International,Deer velvet,,Russia,와이더블유 인터내셔날,녹용,MARAL DEER HORNS,,OOO MARAL-ASOHRA,,,,와이더블유 인터내셔날,
2021-10-25,2021,10,25,Heungsoo Nogyong,Deer velvet (dried),,Russia,흥수녹용,녹용(건조),DEER HORNS VELVET ANTLER,,KARYAKINA A.F,,,,흥수녹용,
2021-10-19,2021,10,19,KNC Deertrade,Deer velvet (frozen),,New Zealand,(주)케이앤씨디어트레이드,생녹용,FROZEN RED DEER VELVET ANTLER,,PAREX INTERNATIONAL LTD,,,,(주)케이앤씨디어트레이드,
2021-10-01,2021,10,1,K&C,Deer velvet (dried),,China,케이앤씨(K&C),건조녹용,DRIED RED DEER VELVET ANTLER,,"XIFENG MINHE DEER PRODUCTS CO.,LTD",,,,케이앤씨(K&C),
2021-10-01,2021,10,1,WooSung (Mr. Bang),Deer velvet (dried),,China,우성생약(주),녹용(건조),DRIED RED DEER VELVET ANTLER,,"XIFENG MINHE DEER PRODUCTS CO.,LTD",,,,우성생약(주),
2021-10-01,2021,10,1,Yujin Trade,Deer velvet (dried),,Russia,유진통상,건조녹용,DEER HORN,,OOOEXPO PANT,,,,유진통상,
2021-09-24,2021,9,24,HwaYong Pharm.,Deer velvet,,China,화용제약,녹용,DEER HORN,,"DALIAN F.T.Z MINGWEI INDUTRY TRADE CO.,LTD",,,,화용제약,
2021-09-13,2021,9,13,Hyangna Bio,Deer velvet,,China,향나바이오 주식회사,녹용,DEER HORN,,"DALIAN F.T.Z MINGWEI INDUTRY TRADE CO.,LTD",,,,향나바이오 주식회사,
2021-09-06,2021,9,6,Onnuri Bio,Deer velvet,,China,(주)온누리바이오생약,녹용,DEER HORN,,"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",,,,(주)온누리바이오생약,
2021-08-31,2021,8,31,Ee Room Pharm.,Deer velvet (dried),,China,(주)이룸제약법인,건조녹용,DRIED RED DEER VELVET ANTLER,,"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",,,,(주)이룸제약법인,
2021-08-23,2021,8,23,Onnuri Bio,Deer velvet,,Russia,(주)온누리바이오생약,녹용,DEER HORN,,LTD TEN-EXPORT,,,,(주)온누리바이오생약,
2021-08-23,2021,8,23,Bibong Herb,Deer velvet (dried),,New Zealand,주식회사 비봉허브,녹용(건조),DRIED RED DEER VELVET ANTLER,,PROVELCO CO-OPERATIVE LTD,,,,주식회사 비봉허브,
2021-08-18,2021,8,18,Ee Room Pharm.,Deer velvet (dried),,China,(주)이룸제약법인,건조녹용,DRIED RED DEER VELVET ANTLER,,"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",,,,(주)이룸제약법인,
2021-08-09,2021,8,9,KGC,Deer velvet (dried),,New Zealand,(주)한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PAREX INTERNATIONAL LTD,,,,(주)한국인삼공사,
2021-07-20,2021,7,20,KGC,Deer velvet (dried),,New Zealand,(주)한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PGG WRIGHTSON,,,,(주)한국인삼공사,
2021-07-20,2021,7,20,Ee Room Pharm.,Deer velvet (dried),,Russia,(주)이룸제약법인,건조녹용,DEER HORNS VELVET ANTLER,,APPLIED BIOTECHNOLOGY LTD,,,,(주)이룸제약법인,
2021-07-14,2021,7,14,YW International,Deer velvet (frozen),,New Zealand,와이더블유 인터내셔날,냉동녹용,FROZEN RED DEER VELVET ANTLER(WHOLE),,TASMAN VELVET PROCESSORS LTD,,,,와이더블유 인터내셔날,
2021-07-12,2021,7,12,KGC,Deer velvet (dried),,New Zealand,(주)한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PAREX INTERNATIONAL LTD,,,,(주)한국인삼공사,
2021-06-30,2021,6,30,Siwon Pharmaceutical,Deer velvet (frozen),,New Zealand,(주)시원생약,생녹용,FROZEN DEER HORN,,ALPINE DEER NZ LP - LUGGATE,,,,(주)시원생약,
2021-06-28,2021,6,28,MyungGa (Mr.Lee in Daegu),Deer velvet (frozen),,New Zealand,명가녹용 주식회사,생녹용,FROZEN RED DEER VELVET ANTLER,,UBBIO LTD,,,,명가녹용 주식회사,
2021-06-28,2021,6,28,KGC,Deer velvet (dried),,New Zealand,(주)한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PGG WRIGHTSON,,,,(주)한국인삼공사,
2021-06-01,2021,6,1,"KVIE (Alex, HanPure)",Deer velvet (dried),,China,(주)대한녹용수출입법인,녹용(건조),DEER HORN,,XIFENG MINHE DEER PRODUCTS PROCESSING CO LTD,,,,(주)대한녹용수출입법인,
2021-06-01,2021,6,1,Onnuri Bio,Deer velvet,,China,(주)온누리바이오생약,녹용,DEER HORN,,"XIFENG COUNTY JIYUAN DEER PRODUCTS PROCESSING CO.,LTD",,,,(주)온누리바이오생약,
2021-06-01,2021,6,1,Eryong Pharm.,Deer velvet,,China,주식회사 이룡제약,녹용,DEER HORN,,"XIFENG COUNTRY TIANYU LOCAL PRODUCT OF PANAX AND PILOSE PROCESSING CO., LTD",,,,주식회사 이룡제약,
2021-05-31,2021,5,31,Yujin Trade,Deer velvet (dried),,Russia,유진통상,건조녹용,DEER HORN,,OOO<<EXPOPANT>>,,,,유진통상,
2021-05-26,2021,5,26,KGC,Deer velvet (dried),,New Zealand,(주)한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PAREX INTERNATIONAL LTD,,,,(주)한국인삼공사,
2021-05-26,2021,5,26,KGC,Deer velvet (dried),,New Zealand,(주)한국인삼공사,녹용(건조),DRIED RED DEER VELVET ANTLER,,PGG WRIGHTSON,,,,(주)한국인삼공사,
2021-05-18,2021,5,18,YW International,Deer velvet (frozen),,New Zealand,와이더블유 인터내셔날,냉동녹용,FROZEN RED DEER VELVET ANTLER(WHOLE),,TASMAN VELVET PROCESSORS LTD,,,,와이더블유 인터내셔날,
2021-05-14,2021,5,14,Ee Room Pharm.,Deer velvet (dried),,New Zealand,(주)이룸제약법인,건조녹용,DRIED RED DEER VELVET ANTLER,,ANZ FOOD TRADING CO,,,,(주)이룸제약법인,
2021-04-29,2021,4,29,Geonhyang Pharm.,Deer velvet (dried),,Russia,건향제약주식회사,녹용(건조),DEER HORNS,,REVITAL LTD,,,,건향제약주식회사,
2021-04-29,2021,4,29,KGC,Deer velvet (dried),,New Zealand,(주)한국인삼공사,녹용(건조),DRIED RED DEER VELVET ANTLER,,PGG WRIGHTSON,,,,(주)한국인삼공사,
2021-04-09,2021,4,9,KGC,Deer velvet (dried),,New Zealand,(주)한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PAREX INTERNATIONAL LTD,,,,(주)한국인삼공사,
2021-04-06,2021,4,6,Bio Dot (Han Dong Herb),Deer velvet (frozen),,New Zealand,(주)바이오닷,생녹용,FROZEN RED DEER VELVET ANTLER,,PROVELCO CO-OPERATIVE LIMITED,,,,(주)바이오닷,
2021-03-30,2021,3,30,WooSung (Mr Bang),Deer velvet (dried),,China,(주)우성생약,녹용(건조),DRIED RED DEER VELVET ANTLER,,XIFENG MINHE DEER PRODUCTS PROCESSING CO LTD,,,,(주)우성생약,
2021-03-26,2021,3,26,KNC Deertrade,Deer velvet (dried),,Russia,(주)케이앤씨디어트레이드,녹용(건조),DRIED MARAL VELVET ANTLER(WHOLE),,IP SHPILEKOV ALEXEY MIKHAILOVICH,,,,(주)케이앤씨디어트레이드,
2021-03-24,2021,3,24,Chunho N Care,Deer velvet (dried),,New Zealand,(주)천호엔케어,건조녹용,DRIED RED DEER VELVET ANTLER,,PROVELCO CO-OPERATIVE LTD,,,,(주)천호엔케어,
2021-03-17,2021,3,17,KGC,Deer velvet (dried),,New Zealand,(주)한국인삼공사,건조녹용,DRIED RED DEER VELVET ANTLER,,PAREX INTERNATIONAL LTD,,,,(주)한국인삼공사,
2021-02-25,2021,2,25,HwaYong Pharm.,Deer velvet (frozen),,New Zealand,화용제약,생녹용(냉동),FROZEN DEER HORN,,PROVELCO CO-OPERATIVE LIMITED,,,,화용제약,
2021-02-24,2021,2,24,Hannature,Deer velvet,,Russia,한네이처(Hannature),녹용,DEER HORN,,LTD TEN EXPORT,,,,한네이처(Hannature),
2021-02-16,2021,2,16,KNC Deertrade,Deer velvet (frozen),,New Zealand,(주)케이앤씨디어트레이드,생녹용,FROZEN RED DEER VELVET ANTLER,,YIK LUNG TONG (NZ) INTERNATIONAL LIMITED,,,,(주)케이앤씨디어트레이드,
2021-02-02,2021,2,2,Handong Herb,Deer velvet (frozen),,New Zealand,(주)한동허브,생녹용(냉동),FROZEN RED DEER VELVET ANTLER,,TSENGS ENTERPRISES (NZ) LIMITED,,,,(주)한동허브,
2021-02-01,2021,2,1,Heungsoo Nogyong,Deer velvet (dried),,Russia,흥수녹용,녹용(건조),DEER HORNS VELVET ANTLER,,KARYAKINA A.F,,,,흥수녹용,
2021-01-27,2021,1,27,"Jinsoo Deer Co., Ltd.",Deer velvet (dried),,New Zealand,(주)진수녹용,녹용(건조),DRIED RED DEER VELVET ANTLER,,PAREX INTERNATIONAL LTD,,,,(주)진수녹용,
2021-01-26,2021,1,26,HwaYong Pharm.,Deer velvet (frozen),,New Zealand,화용제약,생녹용(냉동),FROZEN DEER HORN,,PROVELCO CO-OPERATIVE LIMITED,,,,화용제약,
2021-01-22,2021,1,22,SamBo (Mr. Kang in Busan),Deer velvet (frozen),,New Zealand,삼보제약,생녹용,FROZEN RED DEER VELVET ANTLER,,PROVELCO CO-OPERATIVE LIMITED,,,,삼보제약,
2021-01-22,2021,1,22,Onnuri Bio,Deer velvet,,New Zealand,(주)온누리바이오생약,녹용,DEER HORN,,PROVELCO CO-OPERATIVE LIMITED,,,,(주)온누리바이오생약,
2021-01-05,2021,1,5,DaeWon RTD,Deer velvet (dried),,Russia,(주)대원알디티,녹용(건조),DEER HORNS VELVET ANTLER,,APK <<ABAISKY>>,,,,(주)대원알디티,
2021-01-04,2021,1,4,JoEun Pharm,Deer velvet,,Russia,조은생약,녹용,DEER HORN,,APPLIED BIOTECHNOLOGY LTD,,,,조은생약,
2020-12-17,2020,12,17,Yujin Trade,Deer velvet (dried),,Russia,유진통상,건조녹용,DEER HORN,,OOO<<EXPOPANT>>,,,,유진통상,
2020-12-09,2020,12,9,Jinka Food,Deer velvet (frozen),,New Zealand,진가식품,생녹용(냉동),FROZEN RED DEER VELVET ANTLER,,PROVELCO CO-OPERATIVE LIMITED,,,,진가식품,
2020-12-09,2020,12,9,WonYong Bonga,Dried deer velvet (whole stick),,Russia,원용본가,건조녹용(전지),DRIED HORN VELVET ANTLER,,IP SHPILEKOV ALEXEY MIKHAILOVICH,,,,원용본가,
2020-11-27,2020,11,27,Yuhan Care,Deer velvet,,New Zealand,주식회사 유한건강생활,녹용,FROZEN WHOLE STICK VELVET,,ALPINE DEER NZ LP - LUGGATE,,,,주식회사 유한건강생활,
2020-11-27,2020,11,27,Daeheung Pharm,Deer velvet,,Russia,(주)대흥제약,녹용,DEER HORN,,OOO SEMUNSKIY,,,,(주)대흥제약,
2020-11-27,2020,11,27,WooSung (Mr Bang),Deer velvet (dried),,New Zealand,(주)우성생약,녹용(건조),DRIED RED DEER VELVET ANTLER,,ROKLAND CORPORATION LIMITED,,,,(주)우성생약,
2020-11-23,2020,11,23,Eryong Pharm.,Deer velvet (dried),,China,주식회사 이룡제약,건조녹용,DRIED MAROK VELVET ANTLER,,DALIAN F T Z JUNFENG INTERNATIONAL INDUSTRIAL & TRADE CO LTD,,,,주식회사 이룡제약,
2020-11-09,2020,11,9,Yujin Trade,Deer velvet (dried),,Russia,유진통상,건조녹용,DEER HORN,,OOO<<EXPOPANT>>,,,,유진통상,
2020-11-09,2020,11,9,Ee Room Pharm.,Deer velvet (dried),,Russia,(주)이룸제약법인,건조녹용,DRIED RED DEER VELVET ANTLER,,APPLIED BIOTECHNOLOGY LTD,,,,(주)이룸제약법인,
2020-11-04,2020,11,4,DaeWon RTD,Deer velvet (dried),,Russia,(주)대원알디티,녹용(건조),DEER HORNS VELVET ANTLER,,APK <<ABAISKY>>,,,,(주)대원알디티,
