date,importer,product_en,product_name,product_type_en,country_origin_en,importer_ko,importer_en,notes
2023-02-08,와이더블유 인터내셔날,FROZEN RED DEER VELVET ANTLER(WHOLE),냉동녹용,Deer velvet (frozen),New Zealand,와이더블유 인터내셔날,YW International,
2023-02-03,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),New Zealand,(주)한국인삼공사,KGC,
2023-02-03,흥수녹용,DEER HORNS VELVET ANTLER,녹용(건조),Deer velvet (dried),Russia,흥수녹용,Heungsoo Nogyong,
2023-01-31,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용(냉동),Deer velvet (frozen),New Zealand,(주)케이앤씨디어트레이드,KNC Deertrade,
2023-01-25,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),New Zealand,(주)한국인삼공사,KGC,
2023-01-25,(주)이룸제약법인,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),New Zealand,(주)이룸제약법인,Ee Room Pharm.,
2023-01-17,(주)이룸제약법인,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),New Zealand,(주)이룸제약법인,Ee Room Pharm.,
2023-01-10,와이더블유 인터내셔날,FROZEN RED DEER VELVET ANTLER(WHOLE),냉동녹용,Deer velvet (frozen),New Zealand,와이더블유 인터내셔날,YW International,
2023-01-03,화용제약,FROZEN DEER HORN,생녹용(냉동),Deer velvet (frozen),New Zealand,화용제약,HwaYong Pharm.,
2022-12-21,유진통상,DEER HORN,건조녹용,Deer velvet (dried),Russia,유진통상,Yujin Trade,
2022-12-21,유진통상,DRIED REDDEER VELVET ANTLER,건조녹용,Deer velvet (dried),New Zealand,유진통상,Yujin Trade,
2022-12-21,(주)온누리바이오생약,DEER HORN,녹용,Deer velvet (frozen),New Zealand,(주)온누리바이오생약,Onnuri Bio,
2022-12-15,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용(냉동),Deer velvet (frozen),New Zealand,(주)케이앤씨디어트레이드,KNC Deertrade,
2022-12-13,(주)바이오닷,FROZEN RED DEER VELVET ANTLER,생녹용(냉동),Deer velvet (frozen),New Zealand,(주)바이오닷,Bio Dot,
2022-12-13,화용제약,FROZEN DEER HORN,생녹용(냉동),Deer velvet (frozen),New Zealand,화용제약,HwaYong Pharm.,
2022-12-13,일성식품,DEER HORN,녹용,Deer velvet (dried),New Zealand,일성식품,Ilseong Food,
2022-12-07,조은생약,DEER HORN,녹용,Deer velvet (dried),Russia,조은생약,JoEun Pharm,
2022-11-21,(주)온누리바이오생약,DEER HORN,녹용,Deer velvet (dried),New Zealand,(주)온누리바이오생약,Onnuri Bio,
2022-11-21,주식회사 이룡제약,DEER HORN,녹용,Deer velvet (dried),New Zealand,주식회사 이룡제약,Eryong Pharm.,
2022-11-03,(주)대원알디티,DEER HORNS VELVET ANTLER,녹용(건조),Deer velvet (dried),Russia,(주)대원알디티,DaeWon RTD,
2022-11-03,삼보제약,DRIED RED DEER VELVET ANTLER (WHOLE),녹용(건조),Deer velvet (dried),New Zealand,삼보제약,SamBo,
2022-10-26,주식회사 이룡제약,DEER HORN,녹용,Deer velvet (dried),New Zealand,주식회사 이룡제약,Eryong Pharm.,
2022-10-18,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),New Zealand,(주)한국인삼공사,KGC,
2022-10-04,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,(주)한국인삼공사,KGC,
2022-09-23,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,(주)한국인삼공사,KGC,
2022-09-15,와이더블유 인터내셔날,FROZEN WHOLE RED DEER VELVET ANTLER,냉동녹용,Deer velvet (frozen),,와이더블유 인터내셔날,YW International,
2022-09-02,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,(주)한국인삼공사,KGC,
2022-08-29,주식회사 비봉허브,DEER HORN,녹용,Deer velvet (dried),,주식회사 비봉허브,Bibong Herb,
2022-08-24,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,(주)한국인삼공사,KGC,
2022-08-08,주식회사 이룡제약,DEER HORN,녹용,Deer velvet (dried),,주식회사 이룡제약,Eryong Pharm.,
2022-08-05,유진통상,DRIED REDDEER VELVET ANTLER,건조녹용,Deer velvet (dried),,유진통상,Yujin Trade,
2022-08-04,(주)온누리바이오생약,DEER HORN,녹용,Deer velvet (frozen),,(주)온누리바이오생약,Onnuri Bio,
2022-07-29,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,(주)한국인삼공사,KGC,
2022-07-12,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,(주)한국인삼공사,KGC,
2022-07-07,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용(냉동),Deer velvet (frozen),,(주)케이앤씨디어트레이드,KNC Deertrade,
2022-07-05,와이더블유 인터내셔날,FROZEN RED DEER VELVET ANTLER(WHOLE),냉동녹용,Deer velvet (frozen),,와이더블유 인터내셔날,YW International,
2022-06-30,주식회사 한방인 농업법인회사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 한방인 농업법인회사,Hanbangin,
2022-06-30,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,(주)한국인삼공사,KGC,
2022-06-22,화용제약,FROZEN DEER HORN,생녹용(냉동),Deer velvet (frozen),,화용제약,HwaYong Pharm.,
2022-06-15,(주)이룸제약법인,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)이룸제약법인,Ee Room Pharm.,
2022-06-07,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)한국인삼공사,KGC,
2022-05-19,(주)시원생약,FROZEN DEER HORN,생녹용,Deer velvet (frozen),,(주)시원생약,Siwon Pharmaceutical,
2022-05-11,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)케이앤씨디어트레이드,KNC Deertrade,
2022-05-11,와이더블유 인터내셔날,FROZEN RED DEER VELVET ANTLER(WHOLE),냉동녹용,Deer velvet (frozen),,와이더블유 인터내셔날,YW International,
2022-05-09,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,(주)한국인삼공사,KGC,
2022-05-09,주식회사 비봉허브,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,주식회사 비봉허브,Bibong Herb,
2022-05-09,하랑무약,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,하랑무약,Harang Muyak,
2022-05-09,(주)용보제약,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,(주)용보제약,YongBo,
2022-05-09,(주)우성생약,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,(주)우성생약,WooSung,
2022-04-25,한선트레이딩 주식회사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,한선트레이딩 주식회사,Hansun Trading,
2022-04-18,(주)천호엔케어,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)천호엔케어,Chunho N Care,
2022-04-18,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)한국인삼공사,KGC,
2022-04-18,(주)온누리바이오생약,DEER HORN,녹용,Deer velvet (dried),,(주)온누리바이오생약,Onnuri Bio,
2022-04-12,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용(냉동),Deer velvet (frozen),,(주)케이앤씨디어트레이드,KNC Deertrade,
2022-04-06,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)한국인삼공사,KGC,
2022-04-06,케이앤씨(K&C),DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,케이앤씨(K&C),K&C,
2022-04-06,(주)이룸제약법인,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)이룸제약법인,Ee Room Pharm.,
2022-04-01,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)한국인삼공사,KGC,
2022-04-01,향나바이오 주식회사,DEER HORN,녹용,Deer velvet (dried),,향나바이오 주식회사,Hyangna Bio,
2022-03-18,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)한국인삼공사,KGC,
2022-03-15,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용(냉동),Deer velvet (frozen),,(주)케이앤씨디어트레이드,KNC Deertrade,
2022-03-10,일성식품,DEER HORN,녹용,Deer velvet (dried),,일성식품,Ilseong Food,
2022-02-21,주식회사 비봉허브,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,주식회사 비봉허브,Bibong Herb,
2022-02-16,비아텍주식회사,DRIED MARAL VELVET ANTLER,녹용(건조),Deer velvet (dried),,비아텍주식회사,Bia Tech,
2022-02-15,향나바이오 주식회사,DEER HORN,녹용,Deer velvet (dried),,향나바이오 주식회사,Hyangna Bio,
2022-02-10,명가녹용 주식회사,DRIED RED DEER VELVET ANTLER(WHOLE),녹용,Deer velvet (dried),,명가녹용 주식회사,MyungGa,
2022-02-03,화용제약,DEER HORN,녹용,Deer velvet (dried),,화용제약,HwaYong Pharm.,
2022-01-27,명가녹용 주식회사,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,명가녹용 주식회사,MyungGa,
2022-01-26,(주)바이오닷,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)바이오닷,Bio Dot,
2022-01-25,주식회사 이룡제약,DEER HORN,녹용,Deer velvet (frozen),,주식회사 이룡제약,Eryong Pharm.,
2022-01-24,일성식품,DEER HORN,녹용,Deer velvet (dried),,일성식품,Ilseong Food,
2022-01-20,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용(냉동),Deer velvet (frozen),,(주)케이앤씨디어트레이드,KNC Deertrade,
2022-01-17,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용(냉동),Deer velvet (frozen),,(주)케이앤씨디어트레이드,KNC Deertrade,
2022-01-17,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용(냉동),Deer velvet (frozen),,(주)케이앤씨디어트레이드,KNC Deertrade,
2022-01-11,와이더블유 인터내셔날,FROZEN WHOLE DEER VELVET ANTLER,생녹용(냉동),Deer velvet (frozen),,와이더블유 인터내셔날,YW International,
2021-12-28,(주)이룸제약법인,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)이룸제약법인,Ee Room Pharm.,
2021-12-24,(주)바이오닷,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)바이오닷,Bio Dot,
2021-12-24,(주)우성생약,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,(주)우성생약,WooSung,
2021-11-24,태안약업(주),DEER HORN,녹용,Deer velvet,,태안약업(주),Taeahn,
2021-11-22,향나바이오 주식회사,DEER HORN,녹용,Deer velvet,,향나바이오 주식회사,Hyangna Bio,
2021-11-22,일성식품,DEER HORN,녹용,Deer velvet,,일성식품,Ilseong Food,
2021-11-22,와이더블유 인터내셔날,DRIED WHOLE DEER VELVET,녹용,Deer velvet,,와이더블유 인터내셔날,YW International,
2021-11-22,조은생약,DEER HORN,녹용,Deer velvet,,조은생약,JoEun Pharm,
2021-11-15,명가녹용 주식회사,MARAL DEER HORNS,녹용,Deer velvet,,명가녹용 주식회사,MyungGa,
2021-11-09,케이앤씨(K&C),DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,케이앤씨(K&C),K&C,
2021-11-09,비아텍주식회사,DRIED MARAL VELVET ANTLER,녹용(건조),Deer velvet (dried),,비아텍주식회사,Bia Tech,
2021-11-05,(주)대원알디티,DEER HORNS VELVET ANTLER,녹용(건조),Deer velvet (dried),,(주)대원알디티,DaeWon RTD,
2021-11-05,(주)온누리바이오생약,DEER HORN,녹용,Deer velvet,,(주)온누리바이오생약,Onnuri Bio,
2021-11-05,(주)대흥제약,DEER HORN,녹용,Deer velvet,,(주)대흥제약,Daeheung Pharm,
2021-11-02,와이더블유 인터내셔날,MARAL DEER HORNS,녹용,Deer velvet,,와이더블유 인터내셔날,YW International,
2021-10-25,흥수녹용,DEER HORNS VELVET ANTLER,녹용(건조),Deer velvet (dried),,흥수녹용,Heungsoo Nogyong,
2021-10-19,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)케이앤씨디어트레이드,KNC Deertrade,
2021-10-01,케이앤씨(K&C),DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,케이앤씨(K&C),K&C,
2021-10-01,우성생약(주),DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,우성생약(주),WooSung,
2021-10-01,유진통상,DEER HORN,건조녹용,Deer velvet (dried),,유진통상,Yujin Trade,
2021-09-24,화용제약,DEER HORN,녹용,Deer velvet,,화용제약,HwaYong Pharm.,
2021-09-13,향나바이오 주식회사,DEER HORN,녹용,Deer velvet,,향나바이오 주식회사,Hyangna Bio,
2021-09-06,(주)온누리바이오생약,DEER HORN,녹용,Deer velvet,,(주)온누리바이오생약,Onnuri Bio,
2021-08-31,(주)이룸제약법인,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)이룸제약법인,Ee Room Pharm.,
2021-08-23,(주)온누리바이오생약,DEER HORN,녹용,Deer velvet,,(주)온누리바이오생약,Onnuri Bio,
2021-08-23,주식회사 비봉허브,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,주식회사 비봉허브,Bibong Herb,
2021-08-18,(주)이룸제약법인,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)이룸제약법인,Ee Room Pharm.,
2021-08-09,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)한국인삼공사,KGC,
2021-07-20,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)한국인삼공사,KGC,
2021-07-20,(주)이룸제약법인,DEER HORNS VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)이룸제약법인,Ee Room Pharm.,
2021-07-14,와이더블유 인터내셔날,FROZEN RED DEER VELVET ANTLER(WHOLE),냉동녹용,Deer velvet (frozen),,와이더블유 인터내셔날,YW International,
2021-07-12,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)한국인삼공사,KGC,
2021-06-30,(주)시원생약,FROZEN DEER HORN,생녹용,Deer velvet (frozen),,(주)시원생약,Siwon Pharmaceutical,
2021-06-28,명가녹용 주식회사,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,명가녹용 주식회사,MyungGa,
2021-06-28,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)한국인삼공사,KGC,
2021-06-01,(주)대한녹용수출입법인,DEER HORN,녹용(건조),Deer velvet (dried),,(주)대한녹용수출입법인,KVIE,
2021-06-01,(주)온누리바이오생약,DEER HORN,녹용,Deer velvet,,(주)온누리바이오생약,Onnuri Bio,
2021-06-01,주식회사 이룡제약,DEER HORN,녹용,Deer velvet,,주식회사 이룡제약,Eryong Pharm.,
2021-05-31,유진통상,DEER HORN,건조녹용,Deer velvet (dried),,유진통상,Yujin Trade,
2021-05-26,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)한국인삼공사,KGC,
2021-05-26,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,(주)한국인삼공사,KGC,
2021-05-18,와이더블유 인터내셔날,FROZEN RED DEER VELVET ANTLER(WHOLE),냉동녹용,Deer velvet (frozen),,와이더블유 인터내셔날,YW International,
2021-05-14,(주)이룸제약법인,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)이룸제약법인,Ee Room Pharm.,
2021-04-29,건향제약주식회사,DEER HORNS,녹용(건조),Deer velvet (dried),,건향제약주식회사,Geonhyang Pharm.,
2021-04-29,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,(주)한국인삼공사,KGC,
2021-04-09,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)한국인삼공사,KGC,
2021-04-06,(주)바이오닷,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)바이오닷,Bio Dot,
2021-03-30,(주)우성생약,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,(주)우성생약,WooSung,
2021-03-26,(주)케이앤씨디어트레이드,DRIED MARAL VELVET ANTLER(WHOLE),녹용(건조),Deer velvet (dried),,(주)케이앤씨디어트레이드,KNC Deertrade,
2021-03-24,(주)천호엔케어,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)천호엔케어,Chunho N Care,
2021-03-17,(주)한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)한국인삼공사,KGC,
2021-02-25,화용제약,FROZEN DEER HORN,생녹용(냉동),Deer velvet (frozen),,화용제약,HwaYong Pharm.,
2021-02-24,한네이처(Hannature),DEER HORN,녹용,Deer velvet,,한네이처(Hannature),Hannature,
2021-02-16,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)케이앤씨디어트레이드,KNC Deertrade,
2021-02-02,(주)한동허브,FROZEN RED DEER VELVET ANTLER,생녹용(냉동),Deer velvet (frozen),,(주)한동허브,Handong Herb,
2021-02-01,흥수녹용,DEER HORNS VELVET ANTLER,녹용(건조),Deer velvet (dried),,흥수녹용,Heungsoo Nogyong,
2021-01-27,(주)진수녹용,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,(주)진수녹용,"Jinsoo Deer Co., Ltd.",
2021-01-26,화용제약,FROZEN DEER HORN,생녹용(냉동),Deer velvet (frozen),,화용제약,HwaYong Pharm.,
2021-01-22,삼보제약,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,삼보제약,SamBo,
2021-01-22,(주)온누리바이오생약,DEER HORN,녹용,Deer velvet,,(주)온누리바이오생약,Onnuri Bio,
2021-01-05,(주)대원알디티,DEER HORNS VELVET ANTLER,녹용(건조),Deer velvet (dried),,(주)대원알디티,DaeWon RTD,
2021-01-04,조은생약,DEER HORN,녹용,Deer velvet,,조은생약,JoEun Pharm,
2020-12-17,유진통상,DEER HORN,건조녹용,Deer velvet (dried),,유진통상,Yujin Trade,
2020-12-09,진가식품,FROZEN RED DEER VELVET ANTLER,생녹용(냉동),Deer velvet (frozen),,진가식품,Jinka Food,
2020-12-09,원용본가,DRIED HORN VELVET ANTLER,건조녹용(전지),Dried deer velvet (whole stick),,원용본가,WonYong Bonga,
2020-11-27,주식회사 유한건강생활,FROZEN WHOLE STICK VELVET,녹용,Deer velvet,,주식회사 유한건강생활,Yuhan Care,
2020-11-27,(주)대흥제약,DEER HORN,녹용,Deer velvet,,(주)대흥제약,Daeheung Pharm,
2020-11-27,(주)우성생약,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,(주)우성생약,WooSung,
2020-11-23,주식회사 이룡제약,DRIED MAROK VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 이룡제약,Eryong Pharm.,
2020-11-09,유진통상,DEER HORN,건조녹용,Deer velvet (dried),,유진통상,Yujin Trade,
2020-11-09,(주)이룸제약법인,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)이룸제약법인,Ee Room Pharm.,
2020-11-04,(주)대원알디티,DEER HORNS VELVET ANTLER,녹용(건조),Deer velvet (dried),,(주)대원알디티,DaeWon RTD,
2020-11-04,일성식품,DEER HORN,녹용,Deer velvet,,일성식품,Ilseong Food,
2020-10-19,(주)이룸제약법인,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)이룸제약법인,Ee Room Pharm.,
2020-09-25,원용본가,DRIED HORN VELVET ANTLER,건조녹용(전지),Dried deer velvet (whole stick),,원용본가,WonYong Bonga,
2020-09-04,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2020-09-02,(주)진수녹용,DRIED RED DEER VELVET,녹용(건조),Deer velvet (dried),,(주)진수녹용,"Jinsoo Deer Co., Ltd.",
2020-08-26,(주)한동허브,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)한동허브,Handong Herb,
2020-08-13,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2020-08-05,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2020-07-21,와이더블유 인터내셔날,FROZEN RED DEER VELVET ANTLER(WHOLE),냉동녹용,Deer velvet (frozen),,와이더블유 인터내셔날,YW International,
2020-07-20,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2020-07-01,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2020-06-22,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2020-06-22,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2020-06-22,(주)우성생약,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,(주)우성생약,WooSung,
2020-06-09,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)케이앤씨디어트레이드,KNC Deertrade,
2020-06-09,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2020-06-05,(주)용보제약,DRIED RED DEER VELVET,녹용,Deer velvet,,(주)용보제약,YongBo,
2020-06-04,주식회사 비봉허브,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,주식회사 비봉허브,Bibong Herb,
2020-05-27,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)케이앤씨디어트레이드,KNC Deertrade,
2020-05-25,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,녹용(건조),Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2020-04-28,주식회사 이룡제약,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 이룡제약,Eryong Pharm.,
2020-03-25,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2020-03-23,(주)한동허브,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)한동허브,Handong Herb,
2020-03-16,유진통상,DRIED RED DEER VELVET,건조녹용,Deer velvet (dried),,유진통상,Yujin Trade,
2020-03-03,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2020-02-25,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2020-02-25,와이더블유 인터내셔날,FROZEN RED DEER VELVET ANTLER(WHOLE),냉동녹용,Deer velvet (frozen),,와이더블유 인터내셔날,YW International,
2020-02-25,(주)천호엔케어,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,(주)천호엔케어,Chunho N Care,
2020-02-21,(주)대흥제약,DEER HORN,녹용,Deer velvet,,(주)대흥제약,Daeheung Pharm,
2020-02-14,진가식품,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,진가식품,Jinka Food,
2020-02-14,(주)원경약업사,FROZEN RED DEER VELVET ANTLER(WHOLE),냉동녹용,Deer velvet (frozen),,(주)원경약업사,Wonkyung Yakup,
2020-02-13,일성식품,DEER HORN,녹용,Deer velvet,,일성식품,Ilseong Food,
2020-02-13,주식회사 비봉허브,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 비봉허브,Bibong Herb,
2020-01-21,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)케이앤씨디어트레이드,KNC Deertrade,
2020-01-10,와이더블유 인터내셔날,FROZEN RED DEER VELVET ANTLER(WHOLE),냉동녹용,Deer velvet (frozen),,와이더블유 인터내셔날,YW International,
2020-01-08,(주)대덕제약,MARAL DEER HORNS,녹용,Deer velvet,,(주)대덕제약,Daedeok Pharm.,
2020-01-08,명가녹용 주식회사,MARAL DEER HORNS,녹용,Deer velvet,,명가녹용 주식회사,MyungGa,
2020-01-06,(주)대원알디티,DEER HORNS VELVET ANTLER,건녹용,Deer velvet (dried),,(주)대원알디티,DaeWon RTD,
2020-01-06,건향제약주식회사,DRIED MARAL VELVET ANTLER(WHOLE),건조녹용,Deer velvet (dried),,건향제약주식회사,Geonhyang Pharm.,
2019-12-31,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)케이앤씨디어트레이드,KNC Deertrade,
2019-12-18,진가식품,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,진가식품,Jinka Food,
2019-12-13,(주)온누리바이오생약,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)온누리바이오생약,Onnuri Bio,
2019-12-03,와이더블유 인터내셔날,FROZEN RED DEER VELVET ANTLER(WHOLE),냉동녹용,Deer velvet (frozen),,와이더블유 인터내셔날,YW International,
2019-12-03,(주)케이앤씨디어트레이드,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,(주)케이앤씨디어트레이드,KNC Deertrade,
2019-11-28,대호제약주식회사,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,대호제약주식회사,Daeho Pharm.,
2019-10-28,(주)대원알디티,DEER HORNS VELVET ANTLER,건녹용,Deer velvet (dried),,(주)대원알디티,DaeWon RTD,
2019-10-21,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
2019-10-21,일성식품,DEER HORN,녹용,Deer velvet,,일성식품,Ilseong Food,
2019-10-17,(주)대흥제약,DEER HORN,녹용,Deer velvet,,(주)대흥제약,Daeheung Pharm,
2019-10-17,진가식품,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,진가식품,Jinka Food,
2019-10-15,유진통상,DEER HORN,건조녹용,Deer velvet (dried),,유진통상,Yujin Trade,
2019-10-02,한동허브,FROZEN RED DEER VELVET ANTLER,생녹용,Deer velvet (frozen),,한동허브,Handong Herb,
2019-09-25,주식회사 한국인삼공사,DRIED RED DEER VELVET ANTLER,건조녹용,Deer velvet (dried),,주식회사 한국인삼공사,KGC,
